rsp,pm,am,al,lm
0.00000000,0.00000000,0.00000000,25.80463097,50.75538160
0.00000000,0.00000000,7.13834862,0.00000000,15.86105675
0.00000000,0.00000000,0.00000000,0.00000000,12.68884540
0.00000000,0.00000000,0.00000000,0.00000000,15.86105675
0.00000000,0.00000000,0.00000000,0.00000000,171.29941290
0.00000000,93.84736842,70.19376147,0.00000000,0.00000000
0.00000000,0.00000000,14.27669725,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,22.20547945
0.00000000,0.00000000,33.31229358,0.00000000,0.00000000
18.00000000,21.32894737,17.84587156,0.00000000,0.00000000
0.00000000,17.06315789,24.98422018,0.00000000,0.00000000
0.00000000,25.59473684,13.08697248,0.00000000,0.00000000
0.00000000,0.00000000,27.36366972,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,11.72937771,0.00000000
0.00000000,0.00000000,0.00000000,18.76700434,15.86105675
0.00000000,0.00000000,0.00000000,0.00000000,25.37769080
0.00000000,34.12631579,16.65614679,16.42112880,19.03326810
0.00000000,0.00000000,0.00000000,37.53400868,0.00000000
7.00000000,0.00000000,26.17394495,138.40665700,50.75538160
0.00000000,0.00000000,0.00000000,30.49638205,0.00000000
0.00000000,0.00000000,0.00000000,96.18089725,218.88258320
0.00000000,0.00000000,0.00000000,28.15050651,0.00000000
0.00000000,0.00000000,11.89724771,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,110.25615050,145.92172210
0.00000000,0.00000000,14.27669725,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,19.03326810
0.00000000,29.86052632,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,15.86105675
0.00000000,8.53157895,0.00000000,0.00000000,19.03326810
0.00000000,46.92368421,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,65.43486239,7.03762663,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,66.61643836
0.00000000,140.77105260,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,47.58317025
0.00000000,0.00000000,45.20954128,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,18.76700434,6.34442270
0.00000000,0.00000000,0.00000000,0.00000000,12.68884540
0.00000000,0.00000000,0.00000000,14.07525326,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,12.68884540
0.00000000,0.00000000,0.00000000,0.00000000,28.54990215
0.00000000,0.00000000,13.08697248,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,12.68884540
0.00000000,21.32894737,7.13834862,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,16.42112880,9.51663405
0.00000000,0.00000000,0.00000000,39.87988423,0.00000000
0.00000000,0.00000000,13.08697248,0.00000000,0.00000000
0.00000000,8.53157895,28.55339450,0.00000000,0.00000000
0.00000000,174.89736840,184.40733940,93.83502171,225.22700590
31.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,23.45875543,0.00000000
0.00000000,68.25263158,41.64036697,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,49.26338640,0.00000000
0.00000000,0.00000000,0.00000000,25.80463097,0.00000000
0.00000000,0.00000000,17.84587156,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,12.68884540
0.00000000,29.86052632,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,60.99276411,0.00000000
0.00000000,12.79736842,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,49.26338640,0.00000000
0.00000000,0.00000000,34.50201835,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,46.91751085,22.20547945
0.00000000,12.79736842,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,104.69577980,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,84.45151954,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,31.72211350
0.00000000,0.00000000,0.00000000,119.63965270,63.44422701
0.00000000,0.00000000,0.00000000,51.60926194,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,25.37769080
0.00000000,34.12631579,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,38.07119266,18.76700434,79.30528376
0.00000000,0.00000000,0.00000000,14.07525326,0.00000000
0.00000000,0.00000000,19.03559633,0.00000000,0.00000000
0.00000000,0.00000000,23.79449541,56.30101302,0.00000000
0.00000000,0.00000000,0.00000000,30.49638205,0.00000000
0.00000000,68.25263158,157.04366970,0.00000000,0.00000000
0.00000000,0.00000000,69.00403670,0.00000000,15.86105675
0.00000000,0.00000000,41.64036697,0.00000000,0.00000000
