rsp,pm,am,al,lm
0.00000000,0.00000000,0.00000000,0.00000000,52.91525424
0.00000000,0.00000000,0.00000000,0.00000000,10.58305085
0.00000000,0.00000000,0.00000000,0.00000000,30.23728814
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,0.00000000,0.00000000,0.00000000,13.60677966
0.00000000,6.91472868,6.55882353,0.00000000,16.63050847
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,20.74418605,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,21.16610169
0.00000000,0.00000000,0.00000000,0.00000000,15.11864407
0.00000000,0.00000000,0.00000000,0.00000000,15.11864407
0.00000000,0.00000000,0.00000000,0.00000000,60.47457627
0.00000000,0.00000000,0.00000000,0.00000000,16.63050847
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,5.18604651,13.11764706,0.00000000,0.00000000
0.00000000,13.82945736,6.55882353,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,10.58305085
0.00000000,0.00000000,0.00000000,0.00000000,34.77288136
0.00000000,0.00000000,0.00000000,0.00000000,42.33220339
0.00000000,0.00000000,0.00000000,0.00000000,13.60677966
0.00000000,27.65891473,22.95588235,0.00000000,39.30847458
0.00000000,0.00000000,0.00000000,0.00000000,13.60677966
0.00000000,0.00000000,0.00000000,0.00000000,15.11864407
0.00000000,0.00000000,0.00000000,0.00000000,37.79661017
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,29.38759690,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,0.00000000,0.00000000,0.00000000,46.86779661
0.00000000,0.00000000,0.00000000,0.00000000,13.60677966
0.00000000,0.00000000,0.00000000,0.00000000,77.10508475
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,0.00000000,0.00000000,17.33568905,0.00000000
0.00000000,13.82945736,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,179.91186440
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,10.37209302,0.00000000,0.00000000,28.72542373
0.00000000,0.00000000,0.00000000,0.00000000,10.58305085
0.00000000,0.00000000,0.00000000,0.00000000,63.49830508
0.00000000,0.00000000,0.00000000,0.00000000,36.28474576
0.00000000,0.00000000,0.00000000,0.00000000,18.14237288
0.00000000,0.00000000,0.00000000,0.00000000,13.60677966
0.00000000,15.55813953,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,15.11864407
0.00000000,0.00000000,13.11764706,0.00000000,12.09491525
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,0.00000000,0.00000000,0.00000000,15.11864407
0.00000000,0.00000000,0.00000000,0.00000000,21.16610169
0.00000000,0.00000000,0.00000000,0.00000000,42.33220339
0.00000000,0.00000000,0.00000000,0.00000000,10.58305085
0.00000000,0.00000000,0.00000000,0.00000000,13.60677966
0.00000000,0.00000000,0.00000000,0.00000000,12.09491525
0.00000000,0.00000000,0.00000000,0.00000000,16.63050847
0.00000000,0.00000000,0.00000000,0.00000000,34.77288136
0.00000000,0.00000000,0.00000000,0.00000000,31.74915254
0.00000000,0.00000000,0.00000000,0.00000000,42.33220339
0.00000000,0.00000000,0.00000000,0.00000000,24.18983051
0.00000000,0.00000000,0.00000000,0.00000000,10.58305085
0.00000000,0.00000000,0.00000000,0.00000000,93.73559322
0.00000000,0.00000000,0.00000000,0.00000000,28.72542373
0.00000000,0.00000000,0.00000000,0.00000000,18.14237288
0.00000000,0.00000000,0.00000000,0.00000000,10.58305085
0.00000000,0.00000000,0.00000000,0.00000000,30.23728814
